№ строки	Название	Адрес	Дата начала строительства	Дата окончания строительства
1451	Ремонт фасадов ЦАО и исторической часть города	Пречистенка ул., д.17/9, стр.1	28.06.2012	31.12.2012
1452	Ремонт фасадов ЦАО и исторической часть города	Пречистенка ул., д.33/19, стр.1	28.06.2012	31.12.2012
1453	Ремонт фасадов ЦАО и исторической часть города	Климентовский пер., д.6, стр.1	27.06.2012	31.12.2012
1454	Ремонт фасадов ЦАО и исторической часть города	Ордынка Б. ул., д.17, стр.1	28.06.2012	31.12.2012
1455	Ремонт фасадов ЦАО и исторической часть города	Полянка Б. ул., д.19, стр.1	27.06.2012	31.12.2012
1456	Ремонт фасадов ЦАО и исторической часть города	Головин Б. пер., д.16, стр.1	26.06.2012	31.12.2012
1457	Ремонт фасадов ЦАО и исторической часть города	Сергиевский Б. пер., д.9/8, стр.1	26.06.2012	31.12.2012
1458	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Большой пер., д.21, стр.6	26.06.2012	31.12.2012
1459	Ремонт фасадов ЦАО и исторической часть города	Тверская ул., д.25/9, стр.2	02.07.2012	31.12.2012
1460	Ремонт фасадов ЦАО и исторической часть города	Пушкарев пер., д.10, стр.5	02.07.2012	31.12.2012
1461	Ремонт фасадов ЦАО и исторической часть города	Пушкарев пер., д.18, стр.1	02.07.2012	31.12.2012
1462	Ремонт фасадов ЦАО и исторической часть города	Сухаревский Б. пер., д.2/24, стр.1	28.06.2012	31.12.2012
1463	Ремонт фасадов ЦАО и исторической часть города	Кадашёвская наб., д.36, стр.1	28.06.2012	31.12.2012
1464	Ремонт фасадов ЦАО и исторической часть города	Ордынка Б. ул., д.67, стр.1	28.06.2012	31.12.2012
1465	Ремонт фасадов ЦАО и исторической часть города	Звонарский пер., д.1	26.06.2012	31.12.2012
1466	Ремонт фасадов ЦАО и исторической часть города	Ордынка Б. ул., д.13/9, стр.1	28.06.2012	31.12.2012
1467	Ремонт фасадов ЦАО и исторической часть города	Никитская Б. ул., д.22/2, стр.1	21.06.2012	31.12.2012
1468	Ремонт фасадов ЦАО и исторической часть города	Никитский б-р, д.8/3	02.07.2012	31.12.2012
1469	Ремонт фасадов ЦАО и исторической часть города	Никитская Б. ул., д.35, стр.1	28.06.2012	31.12.2012
1470	Ремонт фасадов ЦАО и исторической часть города	Кутузовский просп., д.30/32	28.06.2012	31.12.2012
1471	Ремонт фасадов ЦАО и исторической часть города	Никитский б-р, д.7б, стр.1	21.06.2012	31.12.2012
1472	Ремонт фасадов ЦАО и исторической часть города	Полянка Большая ул., д.4/10, стр.1	27.06.2012	31.12.2012
1473	Ремонт фасадов ЦАО и исторической часть города	Палашевский Б. пер., д.14/7, стр.1	02.07.2012	31.12.2012
1474	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.16, стр.1	28.06.2012	31.12.2012
1475	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.26, стр.1	28.06.2012	31.12.2012
1476	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.34, стр.1	28.06.2012	31.12.2012
1477	Ремонт фасадов ЦАО и исторической часть города	Спиридоновка ул., д.38/2, стр.1	28.06.2012	31.12.2012
1478	Ремонт фасадов ЦАО и исторической часть города	Спиридоньевский пер., д.7, стр.1	02.07.2012	31.12.2012
1479	Ремонт фасадов ЦАО и исторической часть города	Трёхпрудный пер., д.11/13, стр.1	28.06.2012	31.12.2012
1480	Ремонт фасадов ЦАО и исторической часть города	Брюсов пер., д.12, стр.1	21.06.2012	31.12.2012
1481	Ремонт фасадов ЦАО и исторической часть города	Глинищевский пер., д.5/7, стр.1	28.06.2012	31.12.2012
1482	Ремонт фасадов ЦАО и исторической часть города	Гнездниковский Б. пер., д.10, стр.1	28.06.2012	31.12.2012
1483	Ремонт фасадов ЦАО и исторической часть города	Гнездниковский М. пер., д.10/25	28.06.2012	31.12.2012
1484	Ремонт фасадов ЦАО и исторической часть города	Гнездниковский М. пер., д.9/8, стр.7	28.06.2012	31.12.2012
1485	Ремонт фасадов ЦАО и исторической часть города	Леонтьевский пер., д.23/8, стр.3	28.06.2012	31.12.2012
1486	Ремонт фасадов ЦАО и исторической часть города	Палашевский М. пер., д.2/8, стр.1	02.07.2012	31.12.2012
1487	Ремонт фасадов ЦАО и исторической часть города	Цветной б-р, д.21, стр.6	27.06.2012	31.12.2012
1488	Фасады с облегченной кладкой	ул. Зоологическая, д.26, к.1	20.07.2012	31.12.2012
1489	Фасады с облегченной кладкой	Первомайская Средняя ул., д.26	20.07.2012	31.12.2012
