№ строки	Кадастровый номер	Адрес	Площадь (кв.м.)	Разрешение на использование
4871	77:01:0001086:54	пер Уланский    (г Москва, пер Уланский, вл 13, стр 2)	520.00000000000	эксплуатации зданий историко-культурного назначения
4872	77:06:0009006:37	ул Рокотова    (г Москва, ул Рокотова, вл 8, корпус 3)	8746.00000000000	эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
4873	77:06:0001004:22	пр-кт Ломоносовский    (г Москва, пр-кт Ломоносовский, вл 21)	10969.00000000000	эксплуатации имущественного комплекса школы без права изменения функционального назначения
4874	77:08:0008008:14	ул Кулакова    (г Москва , ул Кулакова, вл 25, корпус 1)	15986.00000000000	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ № 705
4875	77:06:0009010:45	проезд Карамзина    (г Москва, проезд Карамзина, вл 9, корпус 3)	13593.00000000000	эксплуатации имущественного комплекса школы без права изменения функционального назначения
4876	77:01:0004013:25	ул Садовая-Кудринская    (г Москва, ул Садовая-Кудринская, вл 9)	11955.00000000000	эксплуатация существующих зданий и сооружений академии
4877	77:02:0014011:95	проезд Ботанический 1-й    (г Москва, проезд 1-й Ботанический, вл 2)	9431.00000000000	использования территории и эксплуатации здания общеобразовательной школы
4878	77:01:0001003:27	пер Староваганьковский    (г Москва, Староваганьковский переулок, вл 15, стр 2, 3, 4)	2387.00000000000	эксплуатации зданий историко-культурного назначения
4879	77:02:0002001:27	ул Лескова    (г Москва, ул Лескова, вл 7)	13774.00000000000	использования территории под эксплуатацию здания Центра детского творчества
4880	77:01:0003023:42	пл Спартаковская    (г Москва, пл Спартаковская, вл 10, стр 3)	2142.00000000000	эксплуатации здания и территории под учебную деятельность
4881	77:08:0010015:23	ул Мневники    (г Москва, ул Мневники, вл 4)	8889.00000000000	ЭКСПЛУАТАЦИИ УЧЕБНОГО КОРПУСА
4882	77:03:0002003:15	ш ОТКРЫТОЕ    (г Москва, ш Открытое, вл 29)	9387.00000000000	ЭКСПЛУАТАЦИИ ЗДАНИЯ ЯСЛЕЙ-САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
4883	77:03:0002003:32	ш ОТКРЫТОЕ    (г Москва, ш Открытое, вл 23Б)	8612.00000000000	ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И БЛАГОУСТРОЙСТВА ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
4884	77:02:0019010:47	ул Касаткина    (г Москва, ул Касаткина, вл 5)	948.00000000000	эксплуатации здания станции скорой помощи
4885	77:02:0019005:10	ул Малахитовая    (г Москва, ул Малахитовая, вл 15)	14422.00000000000	эксплуатации здания школы
4886	77:01:0006040:18	пер Брошевский    (г Москва, пер Брошевский, вл 21)	7089.00000000000	эксплуатации здания в учебно-воспитательных целях, без права коммерческого использования
4887	77:01:0006039:56	ул Талалихина    (г Москва, ул Талалихина, вл 28, стр 4)	7471.00000000000	эксплуатации зданий под крытый каток
4888	77:10:0006004:36	мкр 16    (АДРЕСНЫЕ ОРИЕНТИРЫ: ЗЕЛЕНОГРАД, 16 МКР., КОРПУС 1632)	15023.00000000000	ЭКСПЛУАТАЦИИ ЗДАНИЯ И СООРУЖЕНИЙ С ЦЕЛЬЮ ОРГАНИЗАЦИИ УЧЕБНО-ВОСПИТАТЕЛЬНОГО ПРОЦЕССА ДЕТЕЙ
4889	77:10:0002005:83	     (г. Москва, Зеленоград, кор. 910)	1680.00000000000	объекты размещения амбулаторно-поликлинических учреждений без стационарных отделений (1.2.17)
4890	77:10:0004003:76	ул Юности    (г. Москва, Зеленоград, улица Юности, дом 8)	2220.00000000000	земельные участки, предназначенные для размещения административных и офисных зданий (1.2.7)
4891	77:06:0012008:20	ул Южнобутовская    (г Москва, ул Южнобутовская, вл 59)	8558.00000000000	эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
4892	77:07:0010004:49	ул ДРУЖБЫ    (г Москва, ул Дружбы, вл 8)	10829.00000000000	ЭКСПЛУАТАЦИИ ЗДАНИЯ СРЕДНЕЙ ШКОЛЫ №194
4893	77:06:0003002:17	ул Ивана Бабушкина    (г Москва, ул Ивана Бабушкина, вл 6)	4828.00000000000	эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
4894	77:09:0003010:2	б-р Коптевский    (г Москва, б-р Коптевский, вл 8)	4046.00000000000	эксплуатации для осуществления воспитательно-образовательной деятельности
4895	77:01:0003010:81	ул Старая Басманная    (г Москва, ул Старая Басманная, вл 30/1, стр  2)	1100.00000000000	эксплуатации зданий историко-культурного назначения
4896	77:02:0024018:6	ул Октябрьская    (г Москва, ул Октябрьская, вл 81)	6599.00000000000	на период реконструкции и строительства БНК
4897	77:01:0001048:2	пер Большой Афанасьевский    (г Москва, пер Большой Афанасьевский, вл 12/5-3)	2000.00000000000	эксплуатации зданий историко-культурного назначения
4898	77:01:0006030:5	ул Вековая    (г Москва, ул Вековая, вл 10)	7854.00000000000	эксплуатации здания под учебно-воспитательную деятельность без права коммерческого использования
4899	77:01:0001055:1010	пер Чистый    (г. Москва, пер. Чистый, вл. 7, стр. 1, 2		
4900	77:09:0001009:80	ш Ленинградское    (г Москва, ш Ленинградское, вл 94А, стр 1)	11235.00000000000	эксплуатации общеобразовательной школы
4901	77:09:0001008:61	ул Зеленоградская    (г Москва, ул Зеленоградская, вл 29А)	10727.00000000000	эксплуатации детских яслей-сада
4902	77:05:0012002:84	ул Шипиловская    (г Москва, ул Шипиловская, вл 55, корпус 2)	8260.00000000000	ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ С ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИЕЙ
4903	77:09:0004010:10	ул Юннатов    (г Москва, ул Юннатов, вл 12/4)	3623.00000000000	эксплуатации поликлиники
4904	77:09:0003023:85	ул Костякова    (г Москва, ул Костякова, вл 2/6)	4801.00000000000	эксплуатации детских яслей-сада
4905	77:01:0001033:32	пер Малый Златоустинский    (г Москва, пер Малый Златоустинский, вл 10, стр 2, 5)	198.17000000000	эксплуатации зданий историко-культурного назначения
4906	77:01:0002005:27	ул Пятницкая    (г Москва, ул Пятницкая, вл 54)	3070.00000000000	эксплуатации здания в учебно-воспитательных целях
4907	77:01:0001008:33	ул Никольская    (г Москва, ул Никольская, вл 7-9, Театральная площадь, вл  6)	51.86000000000	эксплуатации зданий историко-культурного назначения
4908	77:07:0015008:1015	ул Новопеределкинская    (г. Москва, ул. Новопеределкинская, вл. 13, к. 1)	15563.00000000000	земельные участки, предназначенные для размещения объектов образования (1.2.7)
