№ строки	Название объекта ремонта	Адрес	Дата начала работ	Дата окончания работ
257	Лифты	Первомайская Нижняя ул., д.8	2011-12-16 04:00:00.0	2012-12-31 04:00:00.0
258	Лифты	Братская ул., д.23, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
259	Лифты	Зелёный просп., д.26	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
260	Лифты	Утренняя ул., д.22, к.2	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
261	Капитальный ремонт	Свободный просп., д.24	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
262	Капитальный ремонт	Свободный просп., д.22	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
263	Лифты	Чешихинский пр., д.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
264	Лифты	Энергетическая ул., д.8, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
265	Лифты	Энергетическая ул., д.12, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
266	АУУ / УУТЭ	Красноказарменная ул., д.19	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
267	Лифты	Синичкина 2-я ул., д.22	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
268	Капитальный ремонт	Симоновский Вал ул., д.8	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
269	Лифты	Синичкина 2-я ул., д.11	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
270	Лифты	Синичкина 2-я ул., д.26	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
271	Лифты	Авиамоторная ул., д.30	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
272	Лифты	Измайловское ш., д.6	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
273	Лифты	Будённого просп., д.25	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
274	Утепление фасадов	Измайловское ш., д.45	2012-05-18 04:00:00.0	2012-12-31 04:00:00.0
275	Лифты	Нагатинская ул., д.30	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
276	Лифты	Кожуховский 1-й пр., д.1/7	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
277	Лифты	Нагатинская ул., д.32	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
278	Капитальный ремонт	Симоновский Вал ул., д.26, к.3	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
279	Капитальный ремонт	Симоновский Вал ул., д.10	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
280	Капитальный ремонт	Симоновский Вал ул., д.26, к.1	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
281	Капитальный ремонт	Симоновский Вал ул., д.14	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
282	Лифты	Кожуховский 1-й пр., д.19, к.1	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
283	Лифты	Велозаводская ул., д.11/1	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
284	АУУ / УУТЭ	Велозаводская ул., д.11/1	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
285	Лифты	Велозаводская ул., д.11/1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
286	Лифты	Андропова просп., д.33, к.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
287	Лифты	Трофимова ул., д.18	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
288	Лифты	Нагатинская наб., д.40/1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
289	Лифты	Нагатинская наб., д.64	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
290	Лифты	Коломенская ул., д.9	2011-12-08 04:00:00.0	2012-12-31 04:00:00.0
291	Лифты	Шоссейная ул. (рн. Печатники), д.58, к.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
292	Лифты	Шоссейная ул. (рн. Печатники), д.58, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
293	Лифты	Шоссейная ул. (рн. Печатники), д.46, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
294	Лифты	Генерала Белова ул., д.45, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
295	Лифты	Ореховый б-р, д.23, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
296	Лифты	Генерала Белова ул., д.45, к.3	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
297	Лифты	Ясеневая ул., д.19, к.3	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
298	АУУ / УУТЭ	Рудневой ул., д.6	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
299	Лифты	Тайнинская ул., д.8	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
300	Лифты	Осташковский пр., д.8	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
301	Лифты	Тайнинская ул., д.14	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
302	Лифты	Малыгина ул., д.9	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
303	Лифты	Проходчиков ул., д.4	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
304	Лифты	Ротерта ул., д.10, к.5	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
305	Лифты	Анадырский пр., д.61	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
306	Лифты	Ярославское ш., д.111, к.2	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
307	Подъемные платформы и работы по ММГН	Анадырский пр., д.63	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
308	Лифты	Анадырский пр., д.67	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
309	Лифты	Ярославское ш., д.118, к.2	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
310	Лифты	Анадырский пр., д.73	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
311	Лифты	Маршала Захарова ул., д.10, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
312	Лифты	Шипиловский пр., д.41, к.3	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
313	Лифты	Маршала Захарова ул., д.8, к.3	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
314	Лифты	Шипиловский пр., д.41, к.4	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
315	Лифты	Домодедовская ул., д.6, к.2	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
316	Лифты	Маршала Захарова ул., д.7	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
317	Лифты	Каширское ш., д.80, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
318	Лифты	Каширское ш., д.86, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
319	Лифты	Каширское ш., д.86, к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
320	Лифты	Каширское ш., д.102, к.2	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
321	Лифты	Каширское ш., д.98, к.2	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
322	Лифты	Батайский пр., д.9	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
323	Лифты	Вавилова ул. д.95	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
324	Лифты	Гарибальди ул. д.15 к.2	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
325	Лифты	Панфёрова ул. д.5 к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
326	Лифты	Вавилова ул. д.70 к.3	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
327	Лифты	Молодёжная ул. д.4	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
328	Лифты	Университетский просп. д.6 к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
329	АУУ / УУТЭ	Космонавта Волкова ул., д.27	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
330	Лифты	Матроса Железняка б-р, д.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
331	Капитальный ремонт	Академическая Большая ул., д.14	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
332	Лифты	Степана Супруна ул., д.3/5	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
333	Лифты	Лихачёвский 3-й пер., д.2, к.3	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
334	Капитальный ремонт	Лихоборские Бугры ул., д.6	2012-02-28 04:00:00.0	2012-12-31 04:00:00.0
335	Лифты	Академическая Большая ул., д.71	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
336	Лифты	Черепановых пр., д.64, к.2	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
337	Лифты	Айвазовского ул. д.5 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
338	Лифты	Введенского ул. д.12 к.1	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
339	Лифты	Литовский б-р д.34	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
340	Лифты	Обручева ул. д.47	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
341	Лифты	Новочерёмушкинская ул. д.62 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
342	Лифты	Немчинова ул., д.4	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
343	Лифты	Яблочкова ул., д.41а	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
344	Лифты	Сокольническая 2-я ул., д.6	2011-12-16 04:00:00.0	2012-12-31 04:00:00.0
345	Лифты	Бакинская ул., д.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
346	Лифты	Кировоградская ул., д.44а, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
347	Подъемные платформы и работы по ММГН	Кировоградская ул., д.44, к.2	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
348	Лифты	Кировоградская ул., д.44а, к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
349	АУУ / УУТЭ	Варшавское ш., д.154, к.2	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
350	Лифты	Харьковский пр., д.7, к.1а	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
351	Лифты	Булатниковская ул., д.6	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
352	Лифты	Булатниковская ул., д.5, к.6	2012-08-07 04:00:00.0	2012-12-31 04:00:00.0
353	Подъемные платформы и работы по ММГН	Медынская ул., д.2, к.1	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
354	Адаптация квартиры	Медынская ул., д.2, к.1	2012-07-16 04:00:00.0	2012-12-31 04:00:00.0
355	Лифты	Востряковский пр., д.21, к.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
356	Лифты	Рябиновая ул., д.4	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
357	Лифты	Багрицкого ул., д.51, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
358	Лифты	Загорского пр., д.5	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
359	Лифты	Загорского пр., д.5	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
360	Лифты	Рублёвское ш., д.11	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
361	Подъемные платформы и работы по ММГН	Озёрная ул., д.29, к.3	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
362	Лифты	Ленинский просп. д.62/1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
363	Лифты	Ленинский просп. д.68/10	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
364	Лифты	Новодевичий пр., д.4	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
365	Лифты	Кржижановского ул. д.8 к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
366	Лифты	Профсоюзная ул. д.19	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
367	Лифты	Усачёва ул., д.29, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
368	Лифты	Кржижановского ул. д.8 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
369	Лифты	Профсоюзная ул. д.5/9	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
370	Лифты	Академика Волгина ул. д.31 к.3	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
371	Лифты	Профсоюзная ул. д.132 к.1	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
372	Лифты	Профсоюзная ул. д.132 к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
373	Лифты	Хамовнический Вал ул., д.14	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
374	Лифты	Профсоюзная ул. д.152 к.4	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
375	Лифты	Профсоюзная ул. д.136 к.3	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
376	Лифты	Яблочкова ул., д.35б	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
377	Лифты	Яблочкова ул., д.35а	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
378	Капитальный ремонт объектов ГУВД	Магистральная 3-я ул., д.26б	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
379	Капитальный ремонт объектов ГУВД	Магистральная 3-я ул., д.26б	2012-03-19 04:00:00.0	2012-12-31 04:00:00.0
380	Капитальный ремонт объектов ГУВД	Магистральная 3-я ул., д.20б	2012-03-15 04:00:00.0	2012-12-31 04:00:00.0
381	Лифты	Красногвардейский 2-й пр., д.6б	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
382	Лифты	Красногвардейский 2-й пр., д.6в	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
383	Лифты	Филёвский б-р, д.17	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
384	Лифты	Берзарина ул., д.16	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
385	Лифты	Сеславинская ул., д.32, к.2	2012-07-23 04:00:00.0	2012-12-31 04:00:00.0
386	Лифты	Берзарина ул., д.3, к.2	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
387	Лифты	Айвазовского ул. д.2	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
388	Лифты	Угличская ул., д.2	2012-04-13 04:00:00.0	2012-12-31 04:00:00.0
389	Лифты	Дубнинская ул., д.4, к.1	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
390	Лифты	Дубнинская ул., д.4, к.1	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
391	Капитальный ремонт	Песчаный пер., д.8	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
392	Лифты	Лихачёвский 3-й пер., д.7, к.3	2011-12-06 04:00:00.0	2012-12-31 04:00:00.0
393	Лифты	Годовикова ул., д.1, к.1	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
394	Ремонт фасадов	Мира просп., д.81	2012-09-10 04:00:00.0	2012-12-31 04:00:00.0
395	Лифты	Лазоревый пр., д.4	2012-04-10 04:00:00.0	2012-12-31 04:00:00.0
396	Лифты	Седова ул., д.13, к.2	2012-07-30 04:00:00.0	2012-12-31 04:00:00.0
397	Лифты	Седова ул., д.13, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
398	Лифты	Маломосковская ул., д.3, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
399	АУУ / УУТЭ	Космонавтов ул., д.4	2012-08-09 04:00:00.0	2012-12-31 04:00:00.0
400	Капитальный ремонт	Мира просп., д.163, к.1	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
401	Капитальный ремонт	Ленинградский просп., д.10	2011-10-25 04:00:00.0	2012-12-31 04:00:00.0
402	Лифты	Ружейный пер., д.4	2012-07-11 04:00:00.0	2012-12-31 04:00:00.0
403	Капитальный ремонт	Масловка Нижняя ул., д.5	2012-08-15 04:00:00.0	2012-12-31 04:00:00.0
404	Ремонт фасадов ЦАО и исторической часть города	Вспольный пер., д.17	2012-06-28 04:00:00.0	2012-12-31 04:00:00.0
405	Ремонт фасадов ЦАО и исторической часть города	Плотников пер., д.3	2012-06-26 04:00:00.0	2012-12-31 04:00:00.0
406	Лифты	Купавенский Большой пр., д.12	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
407	Подъемные платформы и работы по ММГН	Новокосинская ул., д.37	2012-07-20 04:00:00.0	2012-12-31 04:00:00.0
408	Ремонт фасадов ЦАО и исторической часть города	Молчановка Большая ул., д.24/2, стр.1	2012-06-27 04:00:00.0	2012-12-31 04:00:00.0
409	Лифты	Первомайская Нижняя ул., д.53	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
410	Лифты	Тёплый Стан ул. д.5 к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
411	Лифты	Тёплый Стан ул. д.3 к.2	2012-07-17 04:00:00.0	2012-12-31 04:00:00.0
412	Лифты	Молдагуловой ул., д.15, к.2	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
413	Лифты	Ташкентская ул., д.12/20	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
414	Лифты	Косинская ул., д.16, к.3	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
415	Лифты	Косинская ул., д.6, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
416	Лифты	Косинская ул., д.16, к.1	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
417	Лифты	Косинская ул., д.18, к.3	2012-07-19 04:00:00.0	2012-12-31 04:00:00.0
418	Лифты	Свободный просп., д.1, к.2	2012-04-12 04:00:00.0	2012-12-31 04:00:00.0
