0_OBJECTID;0_UIDNFTN;1_Кадастровый номер;1_Адрес;1_Площадь;0_ZPO;1_Разрешение на использование
142;25452891;77:03:0006023:53;ул Молостовых (г Москва, ул Молостовых, вл 3, корпус 2);19410; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ (БЕЗ ПРАВА ПЕРЕПРОФИЛИРОВАНИЯ) И ПРИЛЕГАЮЩЕЙ ТЕРРИИТОРИИ
143;25477780;77:05:0008003:128;ш Варшавское (г Москва, ш Варшавское, вл 148, корпус 1);4798; ;ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ ПОЛИКЛИНИКИ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
144;25322347;77:08:0005009:25;ш Волоколамское (г Москва, ш Волоколамское, вл 112, корпус 3);11639; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ УЧИЛИЩА
145;25388078;77:04:0002014:125;ул Зеленодольская (г Москва, ул Зеленодольская, вл 7, корпус 4);13467; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ШКОЛЫ
146;25344042;77:05:0010003:160;ул Ряжская (г Москва, ул Ряжская, вл 13, стр 1, 2);4811; ;ЭКСПЛУАТАЦИИ ЗДАНИЙ ПОЛИКЛИНИКИ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
147;25344724;77:08:0001001:457;ул НОВОГОРСКАЯ (г Москва, ул Новогорская, вл 67);4436; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА № 22
148;25498247;77:04:0004021:33;кв-л 4-КВАРТАЛ КАПОТНЯ (г Москва, 4-й квартал Капотня, дом 7);3400;Аренда;ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ КАНАЛИЗАЦИОННОЙ НАСОСНОЙ СТАНЦИИ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
149;25436424;77:06:0003002:1002;ул Вавилова (г. Москва, ул. Вавилова, вл. 57, вл. 57, стр1, 2);12983; ;земельные участки, предназначенные для размещения объектов культуры, искусства (1.2.7)
150;25499636;77:06:0009007:13;б-р Литовский (г Москва, б-р Литовский, вл 42, корпус 2);19263; ;эксплуатации имущественного комплекса школы без права изменения функционального назначения
151;25226408;77:01:0003021:33;ул Ольховская (г Москва, ул Ольховская, вл 47, стр 1);183;Аренда;эксплуатации мастерской по ремонту и обслуживанию городского транспорта
152;25391350;77:01:0004004:1002;пер Чернышевского (г. Москва, пер. Чернышевского, вл. 4, стр. 2);374; ;земельные участки, предназначенные для размещения объектов культуры и искусства (1.2.7)
153;25499554;77:06:0005013:32;ул Херсонская (г Москва, ул Херсонская, вл 10, корпус 1);10318; ;эксплуатации имущественного комплекса детского сада без права изменения функционального назначения
154;25350250;77:06:0009008:3;пр-кт Новоясеневский (г Москва, пр-кт Новоясеневский, вл 19, корпус 5);9108;Аренда;ЭКСПЛУАТАЦИИ имущественного комплекса школы без права изменения функционального назначения
155;25350090;77:07:0012011:9;ул СТАРОВОЛЫНСКАЯ (г Москва, ул Староволынская, вл 9-А);719;Аренда;ДАЛЬНЕЙШЕЙ ЭКСПЛУАТАЦИИ КАНАЛИЗАЦИОННОЙ НАСОСНОЙ СТАНЦИИ
156;25321875;77:07:0013003:29;пр-кт Мичуринский (г Москва, пр-кт Мичуринский, вл 8, корпус 2, стр 1);600;Аренда;ЭКСПЛУАТАЦИИ СУЩЕСТВУЮЩЕГО ЗДАНИЯ ЭЛЕКТРОТЯГОВОЙ ПОДСТАНЦИИ
157;25231803;77:07:0014001:89;пер 3-й Очаковский (г Москва, пер 3-й Очаковский, вл 1);2127;Аренда;ПОД ЭКСПЛУАТАЦИЮ ФИЛИАЛОМ УВО ПРИ ГУВД Г. МОСКВЫ - 1-Й МЕЖРАЙОННЫМ ОТДЕЛОМ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ПРИ УВД ЗАО Г. МОСКВЫ АДМИНИСТРАТИВНОГО ЗДАНИЯ С ГАРАЖОМ
158;25431913;77:01:0002010:140;ул Ордынка Б. (г Москва, улица Большая Ордынка, вл 43, стр 3);244; ;эксплуатации здания под театральную деятельность
159;25185458;77:05:0004004:37;ш Каширское (г Москва, ш Каширское, вл 15);800;Аренда;ЭКСПЛУАТАЦИИ ЭЛЕКТРОТЯГОВОЙ ПОДСТАНЦИИ
160;25431895;77:01:0004008:145;ул Новослободская (г Москва, ул Новослободская, вл 57);2610; ;эксплуатации здания под учебно-воспитательную деятельность и благоустройство территории
161;25231103;77:06:0006005:39;ул Академика Арцимовича (г Москва, ул Академика Арцимовича, д 2-А);9697; ;ЭКСПЛУАТАЦИИ имущественного комплекса детского сада без права изменения функционального назначения
162;25182341;77:01:0004020:21;ул Большая Грузинская (г Москва, ул Большая Грузинская, вл 39, стр 4);200;Аренда;эксплуатации центрального теплового пункта
163;25232241;77:08:0003006:15;ул Героев Панфиловцев (г Москва, ул Героев-Панфиловцев, вл 29, корпус 2, стр 1);233;Аренда;ЭКСПЛУАТАЦИИ ЦЕНТРАЛЬНОГО ТЕПЛОВОГО ПУНКТА № 71
164;25320251;77:05:0005007:44;ул Бехтерева (г Москва, ул Бехтерева, вл 21, корпус 1);8642; ;эксплуатации здания и строения детского сада-школы с прилегающим земельным участком
165;25319034;77:03:0005011:73;ул 11-Я ПАРКОВАЯ;6495; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
166;25350047;77:05:0001008:6;ул Шаболовка (г Москва, ул Шаболовка, вл 44);5159; ;ЭКСПЛУАТАЦИИ ЗДАНИЙ С ПРИЛЕГАЮЩИМ ЗЕМЕЛЬНЫМ УЧАСТКОМ
167;25349602;77:03:0001010:2;ул Игральная (г Москва, Игральная улица, вл 8);10200; ;земельные участки, предназначенные для размещения объектов здравоохранения (1.2.7)
168;25350319;77:08:0002011:3;ул Рославка 2-я (г. Москва, 2-я улица Рославка);2277;Аренда;эксплуатации земельных участков водозаборных узлов
169;25347808;77:07:0015005:1244;ш Боровское (г. Москва, Боровское ш., вл. 20, к. 2);4936; ;земельные участки, предназначенные для размещения объектов образования (1.2.7)
170;25349998;77:04:0005008:9;ул Привольная (г Москва, ул Привольная, вл 47, корпус 1);4763; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ДЕТСКОГО САДА
171;25349556;77:02:0010014:2;ул Менжинского (г Москва, ул Менжинского, вл 6);60817; ;использования территории и эксплуатации зданий и сооружений парка
172;25320208;77:05:0006002:11;мкр Чертаново Северное (г. Москва, мкр. Чертаново Северное, корп. 809);16003,31; ;объекты размещения учреждений начального и среднего образования (1.2.17)
173;25389815;77:10:0002002:176;мкр 4-Й (г Москва, г Зеленоград, 4-й микрорайон, корпус 430А);2800; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ С ЦЕЛЬЮ ОРГАНИЗАЦИИ ОБРАЗОВАТЕЛЬНОЙ ДЕЯТЕЛЬНОСТИ
174;25388860;77:07:0001002:263;ул Крылатские Холмы (г Москва, улица Крылатские Холмы, вл 51);4600; ;ПРОЕКТИРОВАНИЯ И СТРОИТЕЛЬСТВА ПАРКА ИСКУССТВ
175;25388853;77:06:0007005:131;ул Теплый Стан (г Москва, ул Теплый Стан, вл 9А);10508; ;эксплуатации имущественного комплекса начальной школы-детского сада без права изменения функционального назначения
176;25388986;77:07:0006004:118;ул Пырьева (г Москва, ул Пырьева, вл 11);7893; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ ПОД УЧЕБНО-ВОСПИТАТЕЛЬНЫЕ ЦЕЛИ
177;25364436;77:04:0004019:62;ул Донецкая (г Москва, ул Донецкая, вл 9, стр 1/2);3599; ;ЭКСПЛУАТАЦИИ ПОЛИКЛИНИКИ
178;25363912;77:03:0007003:75;ул Молдагуловой (г Москва, ул Молдагуловой, вл 10-Б);9980; ;ЭКСПЛУАТАЦИИ ДЕТСКОГО САДА И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
179;25364133;77:04:0002007:46;пр-кт Рязанский (г Москва, пр-кт Рязанский, вл 43, стр 1,2);9044; ;ЭКСПЛУАТАЦИИ ЗДАНИЯ УЧРЕЖДЕНИЯ И ПРИЛЕГАЮЩЕЙ ТЕРРИТОРИИ
180;25365526;77:06:0003014:26;ул Новаторов (г Москва, ул Новаторов, вл 3, стр 1,2,3);18550; ;эксплуатации имущественного комплекса родильного дома без права изменения функционального назначения
181;25366895;77:08:0004008:34;ул Нелидовская (г Москва, ул Нелидовская, вл 10, стр 1);2921; ;ЭКСПЛУАТАЦИИ КИНОТЕАТРА
182;25389661;77:09:0005005:218;ул Зорге (г Москва, ул Зорге, вл 19);9688;Аренда;эксплуатации зданий и сооружений, хранения противогололедных материалов и стоянки уборочной техники
183;25407144;77:02:0015007:47;ул Амундсена (г Москва, ул Амундсена, вл 11, корпус 3);11723; ;эксплуатации здания школы
184;25252904;77:01:0003017:115;пер Плетешковский (г Москва, пер Плетешковский, вл 3, стр 2);860;Аренда;эксплуатации части здания под административные цели
185;25360531;77:01:0001034:62;пер Большой Спасоглинищевский (г Москва, пер Большой Спасоглинищевский, вл 3, стр 8);850;Аренда;ЭКСПЛУАТАЦИИ здания под административные цели
