0_OBJECTID;0_UID;0_Название_объекта;0_Подпись;Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;Направление;Услуга/скорость;0_MODDATE;0_MODUSER;0_SHAPE_WGS_84;0_SHAPE_WGS_84___Pseudo_Mercator
104;197;Комплекс фото-видеофиксации нарушений ПДД;Севастопольский пр-т  д.29, в центр;Севастопольский пр-т  д.29, в центр;37.592127999999995;55.676041999999995;;;;;;в центр;Выделенная полоса;;;POINT (55.676042068265325 37.59212792907299);POINT (4184736.538900003 7494193.254000008)
105;198;Комплекс фото-видеофиксации нарушений ПДД;ул.Стромынка д.20, из центра;ул.Стромынка д.20, из центра;37.701164;55.794596999999996;;;;;;из центра;скорость;;;POINT (55.79459706329489 37.701163934479645);POINT (4196874.371500004 7517633.933800004)
106;199;Комплекс фото-видеофиксации нарушений ПДД;ул.Стромынка д.27, в центр;ул.Стромынка д.27, в центр;37.701035999999995;55.794722;;;;;;в центр;скорость;;;POINT (55.794722063771175 37.70103593353479);POINT (4196860.122500002 7517658.686500005)
107;200;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш. владение 11 стр. Б, из центра;Дмитровское ш. владение 11 стр. Б, из центра;37.575900000000004;55.817203;;;;;;из центра;Выделенная полоса;;;POINT (55.81720306060753 37.57589993712723);POINT (4182930.047100004 7522111.685100004)
108;201;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш. д.9, в центр;Дмитровское ш. д.9, в центр;37.576505999999995;55.815244;;;;;;в центр;Выделенная полоса;;;POINT (55.815244060465524 37.576505937922946);POINT (4182997.5068000033 7521723.5473000035)
109;202;Комплекс фото-видеофиксации нарушений ПДД;ул. Верземнека д.4, в центр;ул. Верземнека д.4, в центр;37.628941999999995;55.790883;;;;;;в центр;проезд грузового тр.;;;POINT (55.79088306266596 37.628941935055195);POINT (4188834.6553000025 7516898.520500004)
110;203;Комплекс фото-видеофиксации нарушений ПДД;ул.Гиляровского,  д.61, корп. 1 по ул.Трифоновская, в центр;ул.Гиляровского,  д.61, корп. 1 по ул.Трифоновская, в центр;37.633325;55.790763999999996;;;;;;в центр;проезд грузового тр.;;;POINT (55.79076406246343 37.633324934802346);POINT (4189322.5686000027 7516874.958300002)
111;204;Комплекс фото-видеофиксации нарушений ПДД;1-й Новый пер., напротив д.5 стр.4 по ул. Нижняя Красносельская, в центр;1-й Новый пер., напротив д.5 стр.4 по ул. Нижняя Красносельская, в центр;37.667997;55.778316999999994;;;;;;в центр;проезд грузового тр.;;;POINT (55.77831706395538 37.66799693404072);POINT (4193182.237900004 7514410.833300002)
112;205;Комплекс фото-видеофиксации нарушений ПДД;Ул. Малая Почтовая, напротив д.10, в центр;Ул. Малая Почтовая, напротив д.10, в центр;37.686569;55.772372;;;;;;в центр;проезд грузового тр.;;;POINT (55.77237206417818 37.686568934193325);POINT (4195249.6635000035 7513234.182900004)
113;206;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш. д.13, корп.2, в центр;Алтуфьевское ш. д.13, корп.2, в центр;37.584403;55.853386;;;;;;в центр;Выделенная полоса;;;POINT (55.85338605847491 37.584402938652445);POINT (4183876.596900005 7529284.158900008)
114;207;Комплекс фото-видеофиксации нарушений ПДД;Севастопольский пр-т д.53, в центр;Севастопольский пр-т д.53, в центр;37.581533;55.665955999999994;;;;;;в центр;Выделенная полоса;;;POINT (55.66595606861645 37.5815329291175);POINT (4183557.108900003 7492202.332700007)
115;208;Комплекс фото-видеофиксации нарушений ПДД;Айвазовского ул.д.5к1, МГТ№355, в центр;Айвазовского ул.д.5к1, МГТ№355, в центр;37.540766999999995;55.615553;;;;;;в центр;Выделенная полоса;;;POINT (55.61555307079917 37.5407669260783);POINT (4179019.0582000017 7482260.737600006)
116;209;Комплекс фото-видеофиксации нарушений ПДД;Дмитровское ш. д.149, в центр;Дмитровское ш. д.149, в центр;37.542761;55.893719;;;;;;в центр;скорость;;;POINT (55.89371905485882 37.54276094256563);POINT (4179241.031100005 7537287.153100006)
117;210;Комплекс фото-видеофиксации нарушений ПДД;ул.Комдива Орлова у д.33/7 по Ботанической ул., из центра;ул.Комдива Орлова у д.33/7 по Ботанической ул., из центра;37.580253;55.838953;;;;;;из центра;скорость;;;POINT (55.838953059014536 37.580252937635485);POINT (4183414.620900005 7526422.337900005)
118;211;Комплекс фото-видеофиксации нарушений ПДД;ул.Ботаническая д.39, в центр;ул.Ботаническая д.39, в центр;37.584610999999995;55.845278;;;;;;в центр;скорость;;;POINT (55.845278058999995 37.58461093906491);POINT (4183899.751400005 7527676.348200008)
119;212;Комплекс фото-видеофиксации нарушений ПДД;Проспект Мира д. 102, корп.2, из центра;Проспект Мира д. 102, корп.2, из центра;37.636478;55.802085999999996;;;;;;из центра;скорость;;;POINT (55.80208606159696 37.63647793521135);POINT (4189673.559000004 7519117.051800005)
120;213;Комплекс фото-видеофиксации нарушений ПДД;Севастопольский пр-т МГТ№178, из центра;Севастопольский пр-т МГТ№178, из центра;37.555603;55.642939;;;;;;из центра;скорость;;;POINT (55.64293906856048 37.55560292818568);POINT (4180670.5944000036 7487660.823300004)
121;214;Комплекс фото-видеофиксации нарушений ПДД;ул. Октябрьская, напротив д.42, в центр;ул. Октябрьская, напротив д.42, в центр;37.613242;55.792483;;;;;;в центр;проезд грузового тр.;;;POINT (55.79248306195555 37.61324193600251);POINT (4187086.9394000024 7517215.329500005)
122;215;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш. д.22 Б, из центра;Алтуфьевское ш. д.22 Б, из центра;37.5846;55.860310999999996;;;;;;из центра;Выделенная полоса;;;POINT (55.86031105768738 37.584599940092545);POINT (4183898.5270000026 7530657.647100009)
123;216;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш. д.29, в центр;Алтуфьевское ш. д.29, в центр;37.584167;55.858546999999994;;;;;;в центр;Выделенная полоса;;;POINT (55.85854705861716 37.584166939549185);POINT (4183850.325600002 7530307.756400004)
124;217;Комплекс фото-видеофиксации нарушений ПДД;Алтуфьевское ш. д.64, из центра;Алтуфьевское ш. д.64, из центра;37.586811;55.885797;;;;;;из центра;Выделенная полоса;;;POINT (55.88579705637951 37.586810941043474);POINT (4184144.654500004 7535714.590200007)
