Реестровый номер,Фамилия,Имя,Отчество,Присвоение статуса Реквизиты решения о присвоении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении сведений об адвокате в реестр,Приостановление статуса Реквизиты решения совета адвокатской палаты о приостоновлении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении  в реестр сведений о приостоновлении статуса адвоката,Возобновление статуса Реквизиты решения совета адвокатской палаты о возобновлении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении  в реестр сведений о возобновлении,Прекращение статуса Реквизиты решения совета адвокатской палаты о прекращении статуса адвоката,Реквизиты распоряжения территориального органа Минюста России о внесении  в реестр сведений о прекращении статуса,Исключение сведений об адвокате из реестра Реквизиты уведомления совета адвокатской палаты,Реквизиты распоряжения территориального органа Минюста России об исключении сведений об адвокате,Внесение изменений Содержание изменений,Реквизиты распоряжения территориального органа Минюста России о внесении в реестр изменений,Column,Column2,Column3
77/5619,Поспелова,Нина,Николаевна,№ от 06.07.1999,№5024-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5620,Павлюченко,Елена,Валентиновна,№ от 31.05.1988,№5024-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5621,Федорова,Елена,Григорьевна,№ от 31.05.1988,№5047-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5622,Филатов,Юрий,Александрович,№ от 01.03.1983,№5014-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5623,Федорова,Галина,Григорьевна,№ от 21.05.1991,№5059-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5624,Федорова,Людмила,Георгиевна,№ от 21.06.1994,№5047-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5625,Фирсова,Любовь,Яковлевна,№ от 08.12.1998,№5014-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5626,Фирсов,Валентин,Васильевич,№ от 08.12.1998,№5014-а от 26.09.2002, №10 от 16.10.2007, №187-а от 26.10.2007,,,,,,,,,приост.ст.,МГКА,
77/5627,Филина,Ирина,Константиновна,№ от 25.06.2002,№5014-а от 26.09.2002,,,,,,,,,,,,"АБ ""Юстус""",
77/5628,Полозов,Николай,Сергеевич,№ от 16.03.1993,№5073-а от 26.09.2002,,,,, №295 от 29.05.2003, №173-а от 16.06.2003,,,,,,МГКА,
77/5629,Прилуцкая,Миндля,Завельевна,№ от 12.09.2000,№4980-а от 26.09.2002,,,,,,,,,,,прекращен ст.,,
77/5630,Полозов,Вячеслав,Николаевич,№ от 13.04.1999,№4982-а от 26.09.2002,,,,, №295 от 29.05.2003, №173-а от 16.06.2003,,,,,прекращен ст.,,
77/5631,Панютина,Наталья,Юрьевна,№ от 30.05.1995,№4982-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5632,Полякова,Татьяна,Анатольевна,№ от 01.11.1994,№5073-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5633,Пантюхин,Александр,Алексеевич,№ от 07.12.1993,№4977-а от 26.09.2002, №4 от 20.04.2009, №156-а от 07.05.2009,,,,,,,,,приост.ст.,"АБ ""Смаль и партн.""",
77/5634,Полякова,Лариса,Александровна,№ от 28.02.1974,№5073-а от 26.09.2002,,,,,,,,,,,,МГКА,"КА ""МКА №27"""
77/5635,Пилипенко,Николай,Михайлович,№ от 05.07.1994,№4983-а от 26.09.2002,,,,, №12 от 28.11.2005, №252-а от 12.12.2005,,,,,прекр.ст.,МГКА,
77/5636,Погорлюк,Инна,Анатольевна,№ от 26.05.1992,№4983-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5637,Прокудин,Александр,Александрович,№ от 11.12.2001,№4998-а от 26.09.2002,,,,,,,,,,,,"КА ""Консул""",
77/5638,Полетаев,Александр,Сергеевич,№ от 11.04.1995,№4983-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5639,Подобрянская,Светлана,Дмитриевна,№ от 11.11.1966,№4983-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5640,Подберезный,Владимир,Андреевич,№ от 10.06.1997,№4983-а от 26.09.2002,,,,, №526 от 06.04.2005, №82-а от 19.04.2005,,,,,прекр.ст.,"МКА ""Практика""","МКА ""Закон и человек"""
77/5641,Петров,Юрий,Владимирович,№ от 18.03.1969,№5045-а от 26.09.2002,,,,, №11 от 20.11.2007, №213-а от 06.12.2007,,,,,прекр.ст.,МГКА,
77/5642,Першина,Наталья,Юрьевна,№ от 13.03.2001,№4998-а от 26.09.2002,,,,,,,,,,,,"АБ ""Инф-я и право""",
77/5643,Петлина,Валентина,Андреевна,№ от 12.04.1988,№4998-а от 26.09.2002,,,,,,,,,,,прекращен ст.,МГКА,
77/5644,Писаревский,Николай,Дмитриевич,№ от 13.04.1993,№4983-а от 26.09.2002,,,,,,,,,,,,"КА ""Северо-Запад""",
77/5645,Панчак,Иосиф,Романович,№ от 28.05.2002,№4977-а от 26.09.2002,,,,,№ 12 от 11.12.2012,№ 6939 от 20.12.2012,,,,,,"МКА ""Ин юре""",
77/5646,Петросян,Наталия,Михайловна,№ от 25.06.2002,№4998-а от 26.09.2002,№2 от         21.02.2012,№715 от 05.03.2012,,,,,,,,,,"АБ ""АЛМ-Фельдманс""",
77/5647,Палеев,Николай,Иванович,№ от 09.06.1992,№4982-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5648,Поликарпов,Владимир,Петрович,№ от 18.10.1994,№5073-а от 26.09.2002,,,,,,,,,,,,"МКА ""РОСПО""",
77/5649,Пономарев,Владимир,Алексеевич,№ от 13.11.2001,№5073-а от 26.09.2002,,,,, №20 от 03.11.2003, №341-а от 24.11.2003,,,,,прекращен ст.,,
77/5650,Панфилова,Ирина,Кабировна,№ от 25.12.1990,№5046-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5651,Петров,Владимир,Александрович,№ от 12.06.1956,№5045-а от 26.09.2002,,,,, №3509 от 24.12.2009, №387-а от 31.12.2009,,,,,прекращён ст.,МГКА,
77/5652,Приймак,Денис,Евгеньевич,№ от 28.02.2002,№5045-а от 26.09.2002,,,,, №117 от 12.07.2006, №154-а от 21.07.2006,,,,,прекр.ст.,МГКА,
77/5653,Першин,Алексей,Петрович,№ от 13.03.2001,№4998-а от 26.09.2002,,,,,,,,,,,,"АБ ""Инф-я и право""",
77/5654,Палеев,Антон,Рафаэльевич,№ от 27.05.1997,№5015-а от 26.09.2002, №13 от 08.12.2005, №261-а от 21.12.2005,,,,,,,,,приост.ст.,МГКА,
77/5655,Печалов,Иван,Олегович,№ от 01.06.1993,№4981-а от 26.09.2002, №2775 от 17.09.2010, №247-а от 24.09.2010,,,,,,,,,приост.ст.,МГКА,
77/5656,Попов,Владимир,Иванович,№ от 22.12.1998,№5049-а от 26.09.2002,,,,, №13 от 25.06.2003, №237-а от 22.07.2003,,,,,прекращен ст.,,
77/5657,Полякова,Алла,Олеговна,№ от 28.09.1993,№5172-а от 26.09.2002,,,,,,,,,,,,"КА ""Северо-Запад""",
77/5658,Пономарев,Георгий,Владимирович,№ от 21.05.1991,№5172-а от 26.09.2002,,,,, №5 от 21.05.2008, №106-а от 02.06.2008,,,,,прекр.ст.,МГКА,
77/5659,Мурадян,Тигран,Гагикович,№ от 28.03.2000,№5164-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5660,Мурусидзе,Тамара,Александровна,№ от 20.10.1953,№5164-а от 26.09.2002,,,,,№6 от 23.06.2011,№121-а от 29.06.2011,,,,,,МГКА,
77/5661,Маркарьян,Рубен,Валерьевич,№ от 11.12.2001,№5161-а от 26.09.2002,,,,,,,,,,,,кабинет,
77/5662,Манилова,Марина,Евгеньевна,№ от 16.03.1999,№5161-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5663,Морозова,Екатерина,Евгеньевна,№ от 01.06.1993,№5164-а от 26.09.2002,,,,,,,,,,,приост.ст.,МГКА,
77/5664,Морозова,Нина,Николаевна,№ от 11.03.1997,№5164-а от 26.09.2002, №2 от 18.02.2009, №69-а от 05.03.2009,,,,,,,,,,МГКА,
77/5665,Маргулян,Эдуард,Ефимович,№ от 29.05.1987,№5161-а от 26.09.2002,,,,,,,,,,,,"АБ ""Маргулян и Рахмилович""",
77/5666,Марисин,Иван,Николаевич,№ от 20.09.1994,№5161-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5667,Фомина,Наталия,Евгеньевна,№ от 01.06.1993,№5160-а от 26.09.2002, №8 от 30.06.2004, №211 от 12.07.2004, №5 от 15.05.2006, №110-а от 21.05.2006,,,,,,,,МГКА,
77/5668,Фузеева,Ольга,Владимировна,№ от 14.05.1991,№5160-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5669,Фролова,Ираида,Николаевна,№ от 08.09.1987,№5160-а от 26.09.2002, №11 от 20.10.2010 №12 от 21.12.2011, №295-а от 03.11.2010 №7-а от 16.01.2012,№5 от 19.05.2011,№99-а от 30.05.2011,,,,,,,приост.ст.,МГКА,
77/5670,Фомина,Ольга,Викторовна,№ от 18.10.1994,№5160-а от 26.09.2002, №11 от 27.10.2005, №225-а от 11.11.2005,,,,,,,,,приост.ст.,МГКА,
77/5671,Саушкин,Евгений,Михайлович,№ от 08.06.1999,№5127-а от 26.09.2002,,,,, №13 от 21.12.2010, №360-а от 29.12.2010,,,,,,МГКА,
77/5672,Сауляк,Ирина,Николаевна,№ от 28.02.1986,№5127-а от 26.09.2002,,,,,,,,,,,,МГКА,
77/5673,Саркисов,Рафаэль,Арикович,№ от 01.08.2000,№5127-а от 26.09.2002,,,,, №92 от 14.06.2006, №154-а от 21.07.2006,,,,,прекр.ст.,МГКА,
77/5674,Сарибжанова,Разия,Аббясовна,№ от 24.03.1981,№5127-а от 26.09.2002,,,,,,,,,,,,кабинет,
77/5675,Колесникова,Ольга,Александровна,№ от 27.05.1986,№5157-а от 26.09.2002,№9 от 29.09.2011,№196-а от 14.10.2011,,,,,,,,,,МГКА,
77/5676,Климов,Сергей,Викторович,№ от 11.12.2001,№5170-а от 26.09.2002,,,,,,,,,,,,"КА ""Юр.защита""",
77/5677,Кипнис,Николай,Матвеевич,№ от 31.05.1994,№5154-а от 26.09.2002,,,,,,,,,,,,МГКА,Межрег.КА
77/5678,Царева,Ольга,Викторовна,№ от 06.06.1995,№4290-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5679,Тихомирнов,Валерий,Робертович,№ от 26.02.1991,№4287-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5680,Ткаченко,Олег,Вячеславович,№ от 01.06.1993,№4235-а от 24.09.2002,,,,,,,,,,,,кабинет,
77/5681,Сульменева,Татьяна,Васильевна,№ от 12.08.1958,№4789-а от 24.09.2002,,,,, №2034 от 20.07.2009, №241-а от 28.07.2009,,,,,прекращен ст.,МГКА,
77/5682,Сулла,Линина,Яковлевна,№ от 06.04.1971,№4789-а от 24.09.2002,№4 от 19.04.2012,№1992 от 02.05.2012,,,,,,,,,,МГКА,
77/5683,Сусоколова,Татьяна,Николаевна,№ от 25.07.1989,№4789-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5684,Сурков,Александр,Вячеславович,№ от 13.11.2001,№4789-а от 24.09.2002,,,,,,,,,,,,кабинет,"АБ ""Коблев и парт."""
77/5685,Фиошина,Нина,Владимировна,№ от 26.09.2001,№4213-а от 24.09.2002, №5 от 21.05.2008, №105-а от 02.06.2008, №10 от 22.10.2009, №326-а от 05.11.2009,,,,,,,возобновлен ст.,"КА ""Де Юре""","КА ""Прав.помощь"""
77/5686,Фомичев,Вячеслав,Петрович,№ от 18.11.1998,№4213-а от 24.09.2002,,,,,,,,,,,,МРКА,
77/5687,Феофилова,Афина,Георгиевна,№ от 18.06.1997,№4202-а от 24.09.2002,,,,,,,,,,,,МРКА,
77/5688,Фетисов,Константин,Константинович,№ от 20.10.1999,№4233-а от 24.09.2002,,,,,,,,,,,,МРКА,
77/5689,Филиппов,Георгий,Николаевич,№ от 11.12.1996,№4233-а от 24.09.2002,,,,,,,,,,,,СКА прав.пом.в/с,
77/5690,Фролова,Валерия,Викторовна,№ от 20.12.2000,№4213-а от 24.09.2002,,,,,,,,,,,,"КА ""Звезды Кремля""",
77/5691,Финогенова,Людмила,Алексеевна,№ от 28.11.2001,№4213-а от 24.09.2002,,,,,,,,,,,,"АБ ""Арцингер,Горбунов и партнеры""",
77/5692,Филицс,Наталья,Петровна,№ от 25.10.1993,№4213-а от 24.09.2002,,,,,,,,,,,,МРКА,
77/5693,Скоробогатов,Михаил,Петрович,№ от 28.03.2000,№4788-а от 24.09.2002,,,,, №4 от 25.03.2004, №86-а от 07.04.2004,,,,,прекращен ст.,,
77/5694,Супатаев,Мурат,Абдыкасимович,№ от 24.04.2001,№4789-а от 24.09.2002, №12 от 28.11.2005, №250-а от 12.12.2005,,,,,,,,,приост.ст.,"КА ""Центр-я КА г.М""",
77/5695,Ромащук,Анастасия,Дмитриевна,№ от 28.02.1986,№4260-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5696,Субачева,Нина,Васильевна,№ от 06.07.1993,№4788-а от 24.09.2002,,,,, №8 от 03.08.2009, №252-а от 10.08.2009,,,,,прекращен ст.,МГКА,
77/5697,Субботин,Валерий,Алексеевич,№ от 08.02.1994,№4788-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5698,Скопкарева,Галина,Ивановна,№ от 13.02.1996,№4788-а от 24.09.2002, №10 от 10.10.2006, №212-а от 18.10.2006,,,,,,,Вояк Скопкарева,№12-а  от 10.02.2003 №78-а от 21.04.2003 ,приост.ст.,МГКА,
77/5699,Делова,Оксана,Александровна,№ от 24.04.2002,№4202-а от 24.09.2002,№6  от 21.06.2005 №143 от 15.07.2005 ,№4-а  от 19.04.2007 №79-а от 03.05.2007 , №10 от 10.10.2006, №209 от 18.10.2006,,,,,,,приост.ст.,"КА ""Адв.контора Мостова""",
77/5700,Гаврюнин,Юрий,Федорович,№ от 03.09.1997,№4202-а от 24.09.2002,,,,,,,,,,,,"АБ ""Б.Кузнецов и партнеры""",
77/5701,Гаврюнин,Герман,Юрьевич,№ от 26.01.2000,№4202-а от 24.09.2002,,,,,,,,,,,,"АБ ""Б.Кузнецов и партнеры""",
77/5702,Григорьев,Виктор,Александрович,№ от 28.03.2001,№4781-а от 24.09.2002,,,,,,,,,,,,"КА ""Юркон""",
77/5703,Голотов,Вячеслав,Романович,№ от 04.03.1993,№4286-а от 24.09.2002,,,,,,,№43 от 21.02.2003 ,№23-а от 17.03.2003 ,,,иск.из реестра,,
77/5704,Беляева,Нина,Юрьевна,№ от 25.07.1997,№4202-а от 24.09.2002,,,,,,,,,,,,кабинет,
77/5705,Бесчерова,Ирина,Валентиновна,№ от 02.02.2001,№4288-а от 24.09.2002, №5 от 20.05.2009, №203-а от 11.06.2009, №3 от 16.03.2010, №85-а от 24.03.2010,,,,,Селина,№193-а от 08.06.2009 ,возобн.ст.,"КА ""Межотраслевая""",
77/5706,Акопов,Арам,Эдуардович,№ от 04.06.1997,№4294-а от 24.09.2002,,,,,,,,,,,,МРКА,кабинет
77/5707,Степаненко,Елена,Константиновна,№ от 30.05.2000,№4218-а от 24.09.2002,,,,, №525 от 06.04.2005, №80-а от 19.04.2005,,,,,,"МКА ""Трофимов и партнеры""",
77/5708,Лордкипанидзе,Георгий,Александрович,№ от 24.07.2001,№4257-а от 24.09.2002,,,,,,,,,,,,"АБ ""А.Макаров и А.Тобак""",
77/5709,Ломакина,Оксана,Юрьевна,№ от 17.02.1998,№4257-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5710,Корнеев,Игорь,Васильевич,№ от 21.06.1994,№4259-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5711,Добрышина,Ирина,Валентиновна,№ от 12.07.1988,№4218-а от 24.09.2002, №4 от 25.03.2004, №82-а от 07.04.2004,,,,,,,,,приост.ст.,МГКА,
77/5712,Добрянская,Наталия,Петровна,№ от 13.06.1978,№4218-а от 24.09.2002,,,,, №1 от 27.01.2011, №21-а от 07.02.2011,,,,,,МГКА,
77/5713,Белык,Борис,Николаевич,№ от 11.12.2001,№4799-а от 24.09.2002,,,,,,,,,,,,"КА ""Консул""",
77/5714,Белышев,Владимир,Аркадьевич,№ от 23.07.1996,№4794-а от 24.09.2002,,,,, №2 от 27.02.2006, №47-а от 10.03.2006,,,,,прекр.ст.,МГКА,
77/5715,Бельдина,Светлана,Юрьевна,№ от 30.05.1995,№4795-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5716,Бастраков,Андрей,Владимирович,№ от 28.05.2002,№4796-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5717,Белопольский,Яков,Эммануилович,№ от 28.01.1969,№4798-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5718,Батманов,Константин,Элевторович,№ от 25.07.1989,№4797-а от 24.09.2002,,,,, №7 от 29.07.2008, №7-а от 12.08.2008,,,,,прекр.ст.,МГКА,
77/5719,Бурлаков,Андрей,Юрьевич,№ от 29.10.1991,№4225-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5720,Бутиков,Сергей,Николаевич,№ от 18.12.1990,№4225-а от 24.09.2002,,,,, №8 от 22.08.2006, №1177-а от 31.08.2006,,,,,прекр.статус,МГКА,
77/5721,Бунина,Светлана,Моисеевна,№ от 30.08.1960,№4225-а от 24.09.2002, №6 от 17.06.2010, №163-а от 25.06.2010,,,,,,,,,приост.ст.,МГКА,МГКА
77/5722,Бунин,Алексей,Алексеевич,№ от 11.12.2001,№4225-а от 24.09.2002,,,,,,,,,,,,кабинет,
77/5723,Белынцев,Валерий,Николаевич,№ от 02.04.1996,№4800-а от 24.09.2002,,,,,,,,,,,,МГКА,
77/5724,Антонова,Мария,Михайловна,№ от 22.07.1986,№4203-а от 24.09.2002,,,,,,,,,,,,МГКА,
