№ строки	Наименование перевозчика	Дата	Станция	Тип билета	Количество билетов
19988	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТРЕХГОРКА	Разовый	277.0
19989	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОБЕДА	Абонемент	3.0
19990	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОДЛИПКИ ДАЧН	Разовый	1604.0
19991	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КАЛИСТОВО	Абонемент	1.0
19992	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МАЛЕНКОВСКАЯ	Разовый	379.0
19993	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛОСЬ	Разовый	1249.0
19994	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ХОДЫНИНО	Разовый	11.0
19995	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДИВОВО	Разовый	23.0
19996	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АШУКИНСКАЯ	Абонемент	11.0
19997	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РЯЖСК-1	Разовый	74.0
19998	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АЛЕКСАНДРОВ 1	Разовый	570.0
19999	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДЕПО	Разовый	142.0
20000	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СТРОИТЕЛЬ	Абонемент	14.0
20001	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РАДОНЕЖ	Абонемент	1.0
20002	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БЫКОВО	Абонемент	87.0
20003	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОКРОВ	Разовый	124.0
20004	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЕСКИ	Абонемент	2.0
20005	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НОВОГИРЕЕВО	Абонемент	39.0
20006	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КОНОБЕЕВО	Абонемент	6.0
20007	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СИЛИКАТНАЯ	Разовый	147.0
20008	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НИКОЛЬСКОЕ	Абонемент	3.0
20009	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	САВЕЛОВСКАЯ	Абонемент	1.0
20010	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗМИЕВКА	Разовый	24.0
20011	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗАЛЕГОЩЬ	Разовый	25.0
20012	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЕРХОВЬЕ	Разовый	37.0
20013	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛИВНЫ-1	Разовый	4.0
20014	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КУДРИНСКАЯ	Разовый	42.0
20015	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЧЕРЕМЕСИНОВО	Разовый	12.0
20016	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КУРБАКИНСКАЯ	Разовый	17.0
20017	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СПАС- ДЕМЕНСК	Разовый	19.0
20018	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕЛЬЦО	Абонемент	2.0
20019	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	УНЕЧА	Разовый	128.0
20020	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЫГОНИЧИ	Разовый	8.0
20021	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЕЛЬНЯ	Разовый	26.0
20022	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БРАСОВО	Разовый	37.0
20023	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГУСИНО	Разовый	23.0
20024	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЕНЕВ	Разовый	16.0
20025	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГОРБАЧЕВО	Разовый	20.0
20026	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КЛИН	Разовый	1124.0
20027	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗАВИДОВО	Разовый	173.0
20028	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕЛИЖАРОВО	Разовый	2.0
20029	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КУВШИНОВО	Разовый	7.0
20030	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗУБЦОВ	Разовый	4.0
20031	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БОЛОГОЕ-МОСКОВСКОЕ	Разовый	822.0
20032	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КРЮКОВО	Абонемент	113.0
20033	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МОССЕЛЬМАШ	Абонемент	19.0
20034	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СТОЛБОВАЯ	Разовый	354.0
20035	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МОСКВА БЕЛ	Разовый	4266.0
20036	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОДИНЦОВО	Разовый	2268.0
20037	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ФИЛИ	Разовый	1293.0
20038	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПИОНЕРСКАЯ	Разовый	464.0
20039	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	УДЕЛЬНАЯ	Абонемент	25.0
20040	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	УДЕЛЬНАЯ	Разовый	660.0
20041	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ИЛЬИНСКАЯ	Разовый	850.0
20042	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МИХНЕВО	Абонемент	8.0
20043	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СИТЕНКА	Разовый	18.0
20044	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПИОНЕРСКАЯ	Абонемент	18.0
20045	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АВИАЦИОННАЯ	Абонемент	6.0
20046	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АЭРОПОРТ ДОМОД	Разовый	180.0
20047	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГОЛУТВИН	Разовый	907.0
20048	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕТУНЬ	Разовый	717.0
20049	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КУБИНКА 1	Абонемент	43.0
20050	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЯЛКИ	Абонемент	1.0
20051	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МОЖАЙСК	Абонемент	5.0
20052	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АВСЮНИНО	Разовый	104.0
20053	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АВСЮНИНО	Абонемент	3.0
20054	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РОДНИКИ	Разовый	142.0
20055	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	УВАРОВКА	Разовый	59.0
20056	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ШАХОВСКАЯ	Разовый	102.0
20057	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЕНИНГРАДСКАЯ	Разовый	832.0
20058	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЕНИНГРАДСКАЯ	Абонемент	12.0
20059	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МОРОЗКИ	Разовый	141.0
20060	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛУГОВАЯ	Абонемент	11.0
20061	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗАПРУДНАЯ	Абонемент	1.0
20062	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МОСКВА КИЕВ	Разовый	2661.0
20063	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТУШИНО	Разовый	1531.0
20064	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НОВОИЕРУСАЛИМСКАЯ	Разовый	257.0
20065	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГОЛИЦИНО	Разовый	1359.0
20066	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВНУКОВО	Разовый	138.0
20067	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТИМИРЯЗЕВСКАЯ	Абонемент	44.0
20068	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДЕГУНИНО	Разовый	461.0
20069	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НАХАБИНО	Разовый	790.0
20070	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СКОЛКОВО	Разовый	180.0
20071	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КРАСНЫЙ БАЛТИЕЦ	Разовый	242.0
20072	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОЧАКОВО 1	Абонемент	15.0
20073	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕЛЯТИНО	Абонемент	16.0
20074	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВОДНИКИ	Разовый	312.0
20075	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РАССУДОВО	Разовый	125.0
20076	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РАССУДОВО	Абонемент	3.0
20077	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АЛАБИНО	Разовый	62.0
20078	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РУМЯНЦЕВО	Разовый	92.0
20079	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОЖИГОВО	Разовый	10.0
20080	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДУБНА	Разовый	94.0
20081	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЕРЛОВСКАЯ	Разовый	1139.0
20082	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СУХОДРЕВ	Разовый	112.0
20083	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПУШКИНО	Разовый	1946.0
20084	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СОФРИНО	Абонемент	33.0
20085	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АБРАМЦЕВО	Разовый	50.0
20086	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВОРОНОК	Абонемент	91.0
20087	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГАГАРИНСКАЯ	Разовый	202.0
20088	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СОКОЛОВСКАЯ	Абонемент	2.0
20089	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БАХЧИВАНДЖИ	Абонемент	16.0
20090	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РАДОНЕЖ	Разовый	36.0
20091	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МОСКВА КУР	Разовый	8820.0
20092	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЮБЕРЦЫ 1	Абонемент	153.0
20093	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НОВАЯ	Абонемент	36.0
20094	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОКРОВ	Абонемент	1.0
20095	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЭЛЕКТРОУГЛИ	Разовый	473.0
20096	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВОСКРЕСЕНСК	Разовый	146.0
20097	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КУПАВНА	Абонемент	15.0
20098	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НОВОГИРЕЕВО	Разовый	1194.0
20099	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КАРАЧАРОВО	Разовый	114.0
20100	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ХРАПУНОВО	Абонемент	3.0
20101	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДРЕЗНА	Разовый	144.0
20102	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КОЛОМНА	Разовый	289.0
20103	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НИКОЛЬСКОЕ	Разовый	275.0
20104	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НОВОМОСКОВСКАЯ-1	Разовый	78.0
20105	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТАРУССКАЯ	Разовый	114.0
20106	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТАРУССКАЯ	Абонемент	1.0
20107	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОЛОТНЯНЫЙ ЗАВОД	Разовый	26.0
20108	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КШЕНЬ	Разовый	13.0
20109	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МИХАЙЛОВСКИЙ РУДНИК	Разовый	36.0
20110	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЖУКОВКА	Абонемент	1.0
20111	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КАРАЧЕВ	Разовый	52.0
20112	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СУЗЕМКА	Разовый	91.0
20113	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЯРЦЕВО	Разовый	15.0
20114	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕМЛЕВО	Разовый	27.0
20115	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГЛИНКА	Разовый	20.0
20116	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДЯТЬКОВО	Разовый	13.0
20117	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КИМОВСК	Разовый	7.0
20118	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	П-РАЗУМОВСКАЯ	Абонемент	41.0
20119	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОВАРОВО 1	Абонемент	18.0
20120	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	САВЕЛОВО	Разовый	207.0
20121	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОДСОЛНЕЧНАЯ	Абонемент	112.0
20122	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МАКСАТИХА	Разовый	22.0
20123	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АНДРЕАПОЛЬ	Разовый	26.0
20124	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗЕМЦЫ	Разовый	75.0
20125	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РЖЕВ- БАЛТИЙСКИЙ	Разовый	181.0
20126	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СПИРОВО	Разовый	430.0
20127	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЕНО	Разовый	16.0
20128	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КРЮКОВО	Разовый	1112.0
20129	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПРОЛЕТАРСКАЯ	Разовый	47.0
20130	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КОНАКОВО ГРЭС	Разовый	324.0
20131	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПОДОЛЬСК	Разовый	1907.0
20132	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЮБЛИНО Д	Разовый	362.0
20133	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕРПУХОВ	Разовый	626.0
20134	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЧЕХОВ	Абонемент	19.0
20135	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЕСЕННЯЯ	Абонемент	20.0
20136	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ФАУСТОВО	Разовый	147.0
20137	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ХОРОШЕВО	Разовый	66.0
20138	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЭЛЕКТРОЗАВОДСКАЯ	Разовый	1436.0
20139	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МИХНЕВО	Разовый	410.0
20140	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЕНИНСКАЯ	Абонемент	3.0
20141	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЕРХУШКОВО	Разовый	342.0
20142	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МАЛАХОВКА	Абонемент	104.0
20143	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТОМИЛИНО	Разовый	789.0
20144	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОЖЕРЕЛЬЕ	Абонемент	6.0
20145	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТЕСНА	Разовый	47.0
20146	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	УЗУНОВО	Абонемент	1.0
20147	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЗЛЕТНАЯ	Абонемент	4.0
20148	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АКРИ	Разовый	39.0
20149	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АКРИ	Абонемент	2.0
20150	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РАБОЧИЙ ПОС	Разовый	566.0
20151	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РАБОЧИЙ ПОС	Абонемент	8.0
20152	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НИЖНИЕ КОТЛЫ	Абонемент	14.0
20153	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЮБЕРЦЫ 2	Разовый	56.0
20154	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЛ 63 КМ	Разовый	35.0
20155	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОП 55 КМ	Абонемент	1.0
20156	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БЕГОВАЯ	Разовый	1982.0
20157	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТУШИНО	Абонемент	38.0
20158	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТИМИРЯЗЕВСКАЯ	Разовый	1485.0
20159	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КРЕКШИНО	Абонемент	2.0
20160	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЕРБИЛКИ	Разовый	152.0
20161	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КОКОШКИНО	Абонемент	15.0
20162	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОПАЛИХА	Абонемент	14.0
20163	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТОЛСТОПАЛЬЦЕВО	Разовый	180.0
20164	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОЧАКОВО 1	Разовый	359.0
20165	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГРАЖДАНСКАЯ	Разовый	158.0
20166	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТРУДОВАЯ	Разовый	197.0
20167	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	НОВОДАЧНАЯ	Разовый	121.0
20168	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЕСНОЙ ГОРОДОК	Абонемент	19.0
20169	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТРУДОВАЯ	Абонемент	3.0
20170	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОКРУЖНАЯ	Разовый	268.0
20171	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТРИКОТАЖНАЯ	Разовый	260.0
20172	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	МИЧУРИНЕЦ	Разовый	34.0
20173	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БАШКИНО	Абонемент	1.0
20174	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЕРЛОВСКАЯ	Абонемент	82.0
20175	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗАГОРЯНСКАЯ	Абонемент	14.0
20176	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ИВАНТЕЕВКА	Разовый	372.0
20177	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БОЛШЕВО	Разовый	1529.0
20178	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗАВЕТЫ ИЛЬИЧА	Разовый	414.0
20179	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВОРОНОК	Разовый	990.0
20180	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЗАВЕТЫ ИЛЬИЧА	Абонемент	21.0
20181	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КИРЖАЧ	Разовый	42.0
20182	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЧЕЛЮСКИНСКАЯ	Абонемент	4.0
20183	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	АШУКИНСКАЯ	Разовый	288.0
20184	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РЫБНОЕ	Разовый	43.0
20185	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ФРЯЗИНО ПАСС	Разовый	393.0
20186	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПАВЕЛЕЦ ТУЛЬСК	Разовый	61.0
20187	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ТАЙНИНСКАЯ	Разовый	466.0
20188	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СТРОИТЕЛЬ	Разовый	268.0
20189	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДЕТСКАЯ	Разовый	204.0
20190	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ШИЛОВО	Разовый	47.0
20191	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛАГЕРНЫЙ	Разовый	40.0
20192	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ОП 43 КМ	Абонемент	1.0
20193	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЦИОЛКОВСКАЯ	Разовый	56.0
20194	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ФРЯЗЕВО	Абонемент	53.0
20195	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЧЕРУСТИ	Абонемент	1.0
20196	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	РЕУТОВО	Разовый	1540.0
20197	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЖЕЛЕЗНОДОРОЖНАЯ	Разовый	1937.0
20198	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЖЕЛЕЗНОДОРОЖНАЯ	Абонемент	177.0
20199	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЕСКИ	Разовый	142.0
20200	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГОЛУТВИН	Абонемент	4.0
20201	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЛЮЩЕВО	Разовый	299.0
20202	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ПЕРЕРВА	Разовый	262.0
20203	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	КУЧИНО	Разовый	591.0
20204	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БАЛАШИХА	Абонемент	10.0
20205	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СОВХОЗ	Разовый	112.0
20206	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	УЗЛОВАЯ 1	Разовый	70.0
20207	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЧЕРНЬ	Разовый	14.0
20208	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЕФРЕМОВ	Разовый	22.0
20209	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	БОБРИК ДОНСКОЙ	Разовый	18.0
20210	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГЛАЗУНОВКА	Разовый	34.0
20211	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕЩЕНСКАЯ	Разовый	35.0
20212	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ДУБРОВКА	Разовый	69.0
20213	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЛЬГОВ- КИЕВСКИЙ	Разовый	97.0
20214	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЖУКОВКА	Разовый	71.0
20215	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	СЕЛЬЦО	Разовый	41.0
20216	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ВЯЗЬМА	Разовый	204.0
20217	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ГАГАРИН	Абонемент	2.0
20218	ОАО "ЦППК"	2013-01-27T00:00:00.000+03:00	ЕРДЕНЕВО	Разовый	34.0
