№ строки	Название объекта	Адрес	Округ	Район	Вид нестационарного объекта	Период размещения	Дата начала договора	Дата окончания договора	Номер свидетельства	Дата свидетельства
7211	Ремонт часов на Михневской 11	Михневская ул. 11 к. 1	ЮАО	Бирюлево Восточное	Модульный объект	с 1 января по 31 декабря	01.12.2012 0:00:00	01.12.2014 0:00:00	600-002998	01.09.2012 0:00:00
7212	Тверская,13, ул. Грекова, 10 (напротив)	ул. Грекова 10	СВАО	Северное Медведково	Модульный объект	с 1 января по 31 декабря	27.04.2012 0:00:00	27.04.2015 0:00:00		
7213	Селиванов Д.Б.	Медынская ул. 7	ЮАО	Бирюлево Западное	Ролл-бар	с 1 апреля по 1 ноября	01.04.2011 0:00:00	01.11.2014 0:00:00	600-002956	29.05.2012 0:00:00
7214	Бахчевые культуры на Ак. Миллионщикова ул., 16	ул. Академика Миллионщикова 16	ЮАО	Нагатино-Садовники	Бахчевой развал	с 1 августа по 1 ноября	01.04.2012 0:00:00	01.11.2015 0:00:00		
7215	печать на Ярославская ул.,вл.15	Ярославская ул. 15 к. 3	СВАО	Алексеевский	Модульный объект	с 1 января по 31 декабря	29.11.2011 0:00:00	28.11.2014 0:00:00	300-000466	21.06.2012 0:00:00
7216	Печать Каширское ш., вл. 26, корп. 1	Каширское шоссе 26 к. 1	ЮАО	Москворечье-Сабурово	Модульный объект	с 1 января по 31 декабря	01.07.2011 0:00:00	31.12.2014 0:00:00	600-002213	05.10.2011 0:00:00
7217	Мороженое на ул. Севанская, вл. 23	Севанская ул. 23	ЮАО	Царицыно	Модульный объект	с 1 января по 31 декабря	28.04.2012 0:00:00	28.04.2015 0:00:00	600-002941	28.04.2012 0:00:00
7218	Фирма СВЕСАЛ	Булатниковская ул. 4 к. 1	ЮАО	Бирюлево Западное	Павильон	с 1 января по 31 декабря	01.01.2011 0:00:00	31.12.2013 0:00:00	600-002851	17.02.2012 0:00:00
7219	печать на ул. Мастеркова, вл. 12	ул. Мастеркова 8	ЮАО	Даниловский	Киоск	с 1 января по 31 декабря	01.07.2011 0:00:00	31.12.2014 0:00:00	600-002542	21.11.2011 0:00:00
7220	цветы на ул. Мастеркова, вл. 4	ул. Мастеркова 4	ЮАО	Даниловский	Павильон	с 1 января по 31 декабря	01.07.2011 0:00:00	31.12.2014 0:00:00	600-001881	28.09.2011 0:00:00
7221	Малая Земля	ул. Земляной Вал 1 с. 2А	ЦАО	Басманный	Павильон	с 1 января по 31 декабря	12.04.2012 0:00:00	12.04.2015 0:00:00	100-000713	12.04.2012 0:00:00
7222	печать на Проспект мира,169	просп. Мира 169	СВАО	Ростокино	Модульный объект	с 1 января по 31 декабря	01.01.2011 0:00:00	31.12.2013 0:00:00	300-000489	16.03.2012 0:00:00
7223	общественное питание на ул.Мастеркова, вл. 4	ул. Мастеркова 4	ЮАО	Даниловский	Павильон	с 1 января по 31 декабря	01.07.2011 0:00:00	31.12.2014 0:00:00	600-001890	10.10.2011 0:00:00
7224	Лотереи Москвы	Марксистская ул. 10 с. 1	ЦАО	Таганский	Павильон	с 1 января по 31 декабря	11.05.2012 0:00:00	11.05.2015 0:00:00	100-000427	11.05.2012 0:00:00
7225	ПрофАудит	Таганская ул.	ЦАО	Таганский	Модульный объект	с 1 января по 31 декабря	04.10.2011 0:00:00	04.10.2014 0:00:00	100-000485	04.10.2011 0:00:00
7226	печать на ул.Павла Корчагина,вл.3	ул. Павла Корчагина 3	СВАО	Алексеевский	Модульный объект	с 1 января по 31 декабря	29.11.2011 0:00:00	28.11.2014 0:00:00	300-000462	21.06.2012 0:00:00
7227	Бахчевой развал	ул. Бориса Галушкина 20	СВАО	Алексеевский	Бахчевой развал	с 1 августа по 1 ноября	18.05.2012 0:00:00	17.05.2014 0:00:00		
7228	Ричмонд КОМ	ул. Гиляровского 35	ЦАО	Мещанский	Модульный объект	с 1 января по 31 декабря	03.02.2012 0:00:00	03.02.2015 0:00:00	100-001062	03.02.2012 0:00:00
7229	Маркон 73	ул. Гиляровского 35	ЦАО	Мещанский	Модульный объект	с 1 января по 31 декабря	27.09.2011 0:00:00	27.09.2014 0:00:00	100-000658	27.09.2011 0:00:00
7230	Русское бистро Экспресс	ул. Щепкина 38 с. 1	ЦАО	Мещанский	Модульный объект	с 1 января по 31 декабря	04.10.2011 0:00:00	04.10.2014 0:00:00	100-001055	04.10.2011 0:00:00
7231	Мясные ряды Сетунь	ул. Гиляровского 35	ЦАО	Мещанский	Модульный объект	с 1 января по 31 декабря	09.08.2011 0:00:00	09.08.2014 0:00:00	100-000901	20.10.2011 0:00:00
7232	Хлеб, хлебобулочные изделия на ул. Гиляровского 35	ул. Гиляровского 35	ЦАО	Мещанский	Модульный объект	с 1 января по 31 декабря	05.07.2012 0:00:00	05.07.2015 0:00:00		
7233	Пашихин В. В.	ул. Гиляровского 35	ЦАО	Мещанский	Лоток	с 1 января по 31 декабря	27.03.2012 0:00:00	27.03.2015 0:00:00	100-001389	03.11.2011 0:00:00
7234	Овощи и фрукты на Новокузнецкая ул.	Новокузнецкая ул.	ЦАО	Замоскворечье	Лоток	с 1 апреля по 1 ноября	05.07.2012 0:00:00	05.07.2015 0:00:00		
7235	мороженое на ул. Нагатинская, вл. 9	Нагатинская ул. 9 к. 1	ЮАО	Нагатино-Садовники	Модульный объект	с 1 января по 31 декабря	01.01.2011 0:00:00	31.12.2013 0:00:00	600-002842	21.02.2012 0:00:00
7236	кафе на 1-й Поперечный проезд, участок 2	просп. Мира 119 с. 5	СВАО	Останкинский	Модульный объект	с 1 января по 31 декабря	07.09.2011 0:00:00	06.09.2014 0:00:00	300-000371	15.09.2011 0:00:00
7237	печать на пр-т Мира,вл.122	просп. Мира 122	СВАО	Алексеевский	Модульный объект	с 1 января по 31 декабря	29.11.2011 0:00:00	28.11.2014 0:00:00	300-000498	05.12.2011 0:00:00
7238	Ахтамар	Чистопрудный бульв. 2	ЦАО	Басманный	Модульный объект	с 1 января по 31 декабря	01.01.2011 0:00:00	31.12.2013 0:00:00	100-000585	25.10.2011 0:00:00
7239	ремонт обуви на пр-т Мира,вл.124	просп. Мира 124 к. 10	СВАО	Алексеевский	Модульный объект	с 1 января по 31 декабря	01.01.2011 0:00:00	31.12.2013 0:00:00	300-000480	08.12.2011 0:00:00
7240	мороженое на пр-т Мира,вл.124	просп. Мира 124 к. 10	СВАО	Алексеевский	Модульный объект	с 1 января по 31 декабря	09.11.2011 0:00:00	10.11.2014 0:00:00	300-000448	15.11.2011 0:00:00
7241	Кафе Ахтамар	просп. Мира 119 с. 1	СВАО	Останкинский	Модульный объект	с 1 января по 31 декабря	02.09.2011 0:00:00	02.09.2014 0:00:00	300-000379	16.09.2012 0:00:00
7242	Русина С.Н.	Уланский пер. 8 с. 1	ЦАО	Красносельский	Модульный объект	с 1 января по 31 декабря	09.11.2011 0:00:00	09.11.2014 0:00:00	100-000519	09.11.2011 0:00:00
7243	РДО Инвест	ул. Гиляровского 36 с. 1	ЦАО	Мещанский	Модульный объект	с 1 января по 31 декабря	20.10.2011 0:00:00	20.10.2014 0:00:00	100-000933	20.10.2011 0:00:00
7244	Овощи и фрукты на Большой Овчинниковский пер.	Большой Овчинниковский пер.	ЦАО	Замоскворечье	Лоток	с 1 апреля по 1 ноября	05.07.2012 0:00:00	05.07.2015 0:00:00		
7245	Мороженое на Большой Овчинниковский пер.	Большой Овчинниковский пер.	ЦАО	Замоскворечье	Лоток	с 1 апреля по 1 ноября	05.07.2012 0:00:00	05.07.2015 0:00:00		
7246	Овощи и фрукты на просп. Мира 31	просп. Мира 31	ЦАО	Мещанский	Модульный объект	с 1 апреля по 1 ноября	05.07.2012 0:00:00	05.07.2015 0:00:00		
7247	Бахчевые культуры;  на 1-я Останкинская ул. 53	1-я Останкинская ул. 53	СВАО	Останкинский	Бахчевой развал	с 1 августа по 1 ноября	01.08.2012 0:00:00	01.11.2015 0:00:00		
7248	Московская Переодика+	ул. Корнейчука 46	СВАО	Бибирево	Модульный объект	с 1 января по 31 декабря	01.01.2012 0:00:00	01.01.2015 0:00:00	300-000724	14.06.2012 0:00:00
7249	Пресса для всех	Панкратьевский пер. 2	ЦАО	Красносельский	Модульный объект	с 1 января по 31 декабря	30.03.2012 0:00:00	30.03.2015 0:00:00	100-000503	30.03.2012 0:00:00
7250	Цветы	просп. Мира 115 с. 1	СВАО	Останкинский	Модульный объект	с 1 января по 31 декабря	15.08.2011 0:00:00	14.08.2014 0:00:00	300-000344	18.08.2011 0:00:00
7251	Печать	просп. Мира 115 с. 1	СВАО	Останкинский	Модульный объект	с 1 января по 31 декабря	19.07.2011 0:00:00	18.07.2014 0:00:00	300-000263	22.07.2011 0:00:00
7252	Мосгорсправка	просп. Мира 115 с. 1	СВАО	Останкинский	Модульный объект	с 1 января по 31 декабря	09.02.2012 0:00:00	09.02.2015 0:00:00	300-000786	15.06.2012 0:00:00
7253	Печать	просп. Мира 115 с. 1	СВАО	Останкинский	Модульный объект	с 1 января по 31 декабря	18.04.2012 0:00:00	18.04.2015 0:00:00	300-000851	24.08.2012 0:00:00
7254	Центр -ОП	Колпачный пер. 13 с. 1	ЦАО	Басманный	Модульный объект	с 1 января по 31 декабря	01.01.2011 0:00:00	31.12.2013 0:00:00	100-000555	02.09.2011 0:00:00
7255	Печать на Ракетном бульваре, вл. 1	Ракетный бульв. 1	СВАО	Алексеевский	Модульный объект	с 1 января по 31 декабря	17.05.2012 0:00:00	16.05.2014 0:00:00		
7256	"Московская окраина", Полярная,вл.33	Полярная ул. 33 с. 1	СВАО	Северное Медведково	Модульный объект	с 1 января по 31 декабря	23.12.2011 0:00:00	22.12.2014 0:00:00	300-000612	05.03.2012 0:00:00
7257	НИМАН И НАМИК ЭКСПРЕСС	Колпачный пер. 13 с. 1	ЦАО	Басманный	Модульный объект	с 1 января по 31 декабря	01.01.2011 0:00:00	31.12.2013 0:00:00	100-000564	06.09.2011 0:00:00
7258	Мороженое на Кожевническая ул. 2	Кожевническая ул. 2	ЦАО	Замоскворечье	Лоток	с 1 апреля по 1 ноября	05.07.2012 0:00:00	05.07.2015 0:00:00		
7259	Продукты питания на Михневской ул., вл.9	Михневская ул. 9 с. 1	ЮАО	Бирюлево Восточное	Павильон	с 1 января по 31 декабря	01.10.2011 0:00:00	31.12.2014 0:00:00		
7260	Воля, Грекова, 10	ул. Грекова 10	СВАО	Северное Медведково	Лоток	с 1 января по 31 декабря	27.04.2012 0:00:00	27.04.2015 0:00:00		
7261	Воля, Грекова, 4	ул. Грекова 4	СВАО	Северное Медведково	Лоток	с 1 января по 31 декабря	27.04.2012 0:00:00	27.04.2015 0:00:00		
